,user_id,movie_id,rating,timestamp,gender,age,occupation,zip,title,genres,for_testing
782653,4048,2420,4,965505786,F,35,1,89431,"Karate Kid, The (1984)",Drama,False
513335,3129,2003,3,969366090,M,25,7,21117,Gremlins (1984),Comedy|Horror,False
491037,5545,858,5,959491893,F,35,16,98072,"Godfather, The (1972)",Action|Crime|Drama,False
517949,5472,3675,3,959890977,M,35,1,27909,White Christmas (1954),Musical,False
424286,624,1252,4,1026706852,M,25,1,75207,Chinatown (1974),Film-Noir|Mystery|Thriller,False
771396,3129,1298,1,969366298,M,25,7,21117,Pink Floyd - The Wall (1982),Drama|Musical|War,False
125524,5433,2353,4,960048630,F,35,17,45014,Enemy of the State (1998),Action|Thriller,False
532925,1546,541,3,991410648,M,25,4,22903,Blade Runner (1982),Film-Noir|Sci-Fi,False
664590,386,1005,2,976299567,M,25,0,55408,D3: The Mighty Ducks (1996),Children's|Comedy,False
164918,5997,1527,4,963929996,F,25,7,10016,"Fifth Element, The (1997)",Action|Sci-Fi,False
243228,18,1617,5,978154270,F,18,3,95825,L.A. Confidential (1997),Crime|Film-Noir|Mystery|Thriller,False
271448,1151,1923,4,974869891,M,25,15,46805,There's Something About Mary (1998),Comedy,False
976300,4016,3559,3,965535383,M,50,0,33901,Limelight (1952),Drama,False
262325,5064,2289,5,962479888,M,18,4,43215,"Player, The (1992)",Comedy|Drama,False
248110,1855,6,4,974785166,M,18,4,93004,Heat (1995),Action|Crime|Thriller,False
642188,1134,1069,5,974881731,M,18,20,19114,"Murder, My Sweet (1944)",Film-Noir|Thriller,False
946142,1050,2280,2,974964948,M,25,1,97302,Clay Pigeons (1998),Crime,False
177987,461,356,5,976228315,M,50,7,55075,Forrest Gump (1994),Comedy|Romance|War,False
560784,1899,246,4,975034862,F,45,6,02135,Hoop Dreams (1994),Documentary,False
701509,3313,2367,3,968382053,M,35,20,90292,King Kong (1976),Action|Adventure|Horror,False
691690,1692,2064,4,974709827,M,35,20,97333,Roger & Me (1989),Comedy|Documentary,False
605993,5964,2840,4,957000374,M,18,5,97202,Stigmata (1999),Thriller,False
472878,5433,2174,3,960050345,F,35,17,45014,Beetlejuice (1988),Comedy|Fantasy,False
146195,5433,2396,4,960046877,F,35,17,45014,Shakespeare in Love (1998),Comedy|Romance,False
385241,4911,25,4,962677906,F,25,0,55421,Leaving Las Vegas (1995),Drama|Romance,False
657311,5627,2141,2,959048507,M,25,0,07040,"American Tail, An (1986)",Animation|Children's|Comedy,False
866856,5039,3540,1,962512025,F,35,4,97068,Passion of Mind (1999),Romance|Thriller,False
597446,1087,2581,2,988652108,M,25,16,08826,Never Been Kissed (1999),Comedy|Romance,False
55366,437,3114,4,976277958,M,35,17,55030,Toy Story 2 (1999),Animation|Children's|Comedy,False
497552,1071,943,5,975009313,M,50,16,13045,"Ghost and Mrs. Muir, The (1947)",Drama|Romance,False
904774,1317,1228,4,974780833,M,45,7,98028,Raging Bull (1980),Drama,False
660939,5812,3526,5,957940036,F,25,7,92120,Parenthood (1989),Comedy|Drama,False
61530,922,647,5,975213462,M,56,16,48009,Courage Under Fire (1996),Drama|War,False
83541,881,1610,4,975264310,M,18,14,76401,"Hunt for Red October, The (1990)",Action|Thriller,False
24625,3315,1270,4,967943021,M,25,12,78731,Back to the Future (1985),Comedy|Sci-Fi,False
657200,3940,2141,3,965822399,M,35,20,32708,"American Tail, An (1986)",Animation|Children's|Comedy,False
446583,4356,671,3,965327967,M,35,16,85730,Mystery Science Theater 3000: The Movie (1996),Comedy|Sci-Fi,False
231657,2093,1466,4,974653157,M,18,0,48322,Donnie Brasco (1997),Crime|Drama,False
113187,5054,2312,3,962487751,M,35,2,20818,Children of a Lesser God (1986),Drama,False
523449,5504,3247,5,959737346,M,45,7,85287-2702,Sister Act (1992),Comedy|Crime,False
228795,5283,1175,5,961166905,M,18,2,63138,Delicatessen (1991),Comedy|Sci-Fi,False
213058,4849,2081,4,963420907,F,18,4,44515,"Little Mermaid, The (1989)",Animation|Children's|Comedy|Musical|Romance,False
310030,131,348,4,977454575,M,18,4,06520,Bullets Over Broadway (1994),Comedy,False
464408,3394,904,4,967491101,M,35,7,90069,Rear Window (1954),Mystery|Thriller,False
776550,4510,2906,2,964991721,M,45,7,92503,Random Hearts (1999),Drama|Romance,False
869157,5223,371,3,961530293,M,56,10,11361,"Paper, The (1994)",Comedy|Drama,False
42932,3819,1,4,965948691,M,25,12,36115,Toy Story (1995),Animation|Children's|Comedy,False
448571,230,2657,5,976824607,M,45,1,43210,"Rocky Horror Picture Show, The (1975)",Comedy|Horror|Musical|Sci-Fi,False
568076,212,440,5,976905231,M,25,16,53714,Dave (1993),Comedy|Romance,False
1395,4958,1193,4,962684006,M,18,7,55403,One Flew Over the Cuckoo's Nest (1975),Drama,False
863248,3957,3251,3,965673457,M,35,11,40242,Agnes of God (1985),Drama|Mystery,False
632557,5831,2668,3,967525935,M,25,1,92120,Swamp Thing (1982),Horror|Sci-Fi,False
636553,655,293,3,975698591,F,25,2,92629,"Professional, The (a.k.a. Leon: The Professional) (1994)",Crime|Drama|Romance|Thriller,False
804544,1000,3405,5,975041346,F,25,6,90027,"Night to Remember, A (1958)",Action|Drama,False
765660,4260,3360,1,965305152,M,25,16,59079,Hoosiers (1986),Drama,False
870633,4227,2468,2,965323620,M,25,19,11414-2520,Jumpin' Jack Flash (1986),Action|Comedy|Romance|Thriller,False
803646,4490,2944,4,965010326,M,35,5,70123,"Dirty Dozen, The (1967)",Action|War,False
833074,181,2379,2,977089431,M,18,17,33186,Police Academy 2: Their First Assignment (1985),Comedy,False
761059,2041,1663,3,1004131709,F,25,20,24015,Stripes (1981),Comedy,False
873000,1106,366,2,974920688,M,18,4,90241,Wes Craven's New Nightmare (1994),Horror,False
93208,5333,1188,5,960825795,F,25,7,02332,Strictly Ballroom (1992),Comedy|Romance,False
978286,5698,1399,4,958594176,M,35,14,55418,Marvin's Room (1996),Drama,False
941181,3277,1542,3,968175636,M,25,17,94107,Brassed Off (1996),Comedy|Drama|Romance,False
131657,1879,1552,5,974695759,M,25,4,29732,Con Air (1997),Action|Adventure|Thriller,False
345546,5268,2100,3,961171181,F,25,2,68502,Splash (1984),Comedy|Fantasy|Romance,False
363980,4425,1488,3,965112770,M,35,7,98607,"Devil's Own, The (1997)",Action|Drama|Thriller|War,False
387227,15,1810,4,978198834,M,25,7,22903,Primary Colors (1998),Drama,False
25629,5553,1270,2,959453986,M,35,3,29425,Back to the Future (1985),Comedy|Sci-Fi,False
881084,4448,410,5,966968820,M,25,14,06880,Addams Family Values (1993),Comedy,False
166384,435,1385,4,976249823,M,25,7,55125,Under Siege (1992),Action,False
709425,2878,1689,3,981474493,F,50,20,88005,"Man Who Knew Too Little, The (1997)",Comedy|Mystery,False
813273,1899,28,4,975034809,F,45,6,02135,Persuasion (1995),Romance,False
498804,4242,370,3,965312861,M,50,7,78704,Naked Gun 33 1/3: The Final Insult (1994),Comedy,False
653976,1274,1186,3,1009973261,M,45,7,37343,"Sex, Lies, and Videotape (1989)",Drama,False
927308,1752,2879,3,975728902,M,25,3,96813,Operation Condor (Feiying gaiwak) (1990),Action|Adventure|Comedy,False
98452,5795,110,5,958077625,M,25,1,92688,Braveheart (1995),Action|Drama|War,False
613897,5794,2961,5,958069130,M,35,17,53703,"Story of Us, The (1999)",Comedy|Drama,False
68640,1124,2916,4,974910077,M,25,2,60156,Total Recall (1990),Action|Adventure|Sci-Fi|Thriller,False
995426,518,2056,4,980963755,F,35,12,75240,In Search of the Castaways (1962),Adventure|Children's,False
284899,3280,2959,5,968169095,M,25,7,33486,Fight Club (1999),Drama,False
231407,216,1466,3,976870685,M,45,13,52761,Donnie Brasco (1997),Crime|Drama,False
307861,4899,994,4,969317211,M,25,12,94402,Big Night (1996),Drama,False
774883,5852,1888,4,957755412,F,25,1,94044,Hope Floats (1998),Comedy|Drama|Romance,False
670196,5636,3635,2,960155495,M,25,7,98102,"Spy Who Loved Me, The (1977)",Action,False
134436,2571,1198,5,973911411,M,35,17,20151,Raiders of the Lost Ark (1981),Action|Adventure,False
705244,5277,1219,3,963958326,M,25,20,91740,Psycho (1960),Horror|Thriller,False
526305,2907,2375,5,972181736,F,35,5,12345,"Money Pit, The (1986)",Comedy,False
365455,4621,161,4,964119995,M,25,4,94305,Crimson Tide (1995),Drama|Thriller|War,False
633037,3423,2311,5,967359411,M,25,7,84088,2010 (1984),Mystery|Sci-Fi,False
264641,5797,1127,4,958059258,M,25,7,78757,"Abyss, The (1989)",Action|Adventure|Sci-Fi|Thriller,False
924033,2124,1939,5,974646663,M,25,0,12306,"Best Years of Our Lives, The (1946)",Drama|War,False
272230,4437,1923,2,965098968,F,35,5,47129,There's Something About Mary (1998),Comedy,False
113433,1524,265,5,974750161,M,18,4,06459,Like Water for Chocolate (Como agua para chocolate) (1992),Drama|Romance,False
83961,2540,1610,4,974046359,F,45,6,42420,"Hunt for Red October, The (1990)",Action|Thriller,False
670553,3308,1960,5,968002821,F,18,20,15701-1348,"Last Emperor, The (1987)",Drama|War,False
4994,2903,2355,4,971854304,M,25,16,20850,"Bug's Life, A (1998)",Animation|Children's|Comedy,False
247162,5886,1909,3,957486967,M,25,20,02139,"X-Files: Fight the Future, The (1998)",Mystery|Sci-Fi|Thriller,False
710488,2077,1405,4,979976571,M,18,0,55112,Beavis and Butt-head Do America (1996),Animation|Comedy,False
760060,5178,2352,5,961996784,M,50,0,45420,"Big Chill, The (1983)",Comedy|Drama,False
332852,2765,1569,4,973129009,M,50,7,02420,My Best Friend's Wedding (1997),Comedy|Romance,False
528488,639,2012,4,975810813,M,45,17,85202,Back to the Future Part III (1990),Comedy|Sci-Fi|Western,False
211707,4040,1136,5,965504099,M,25,20,75006,Monty Python and the Holy Grail (1974),Comedy,False
336447,1586,3685,5,974735981,M,45,7,77351,Prizzi's Honor (1985),Comedy|Drama|Romance,False
462892,4725,3039,3,963377520,M,35,5,96707-1321,Trading Places (1983),Comedy,False
574847,3900,934,5,965875412,F,25,14,55343,Father of the Bride (1950),Comedy,False
144259,392,2396,5,976303972,M,18,7,20037,Shakespeare in Love (1998),Comedy|Romance,False
178572,2173,356,4,974614317,M,50,13,87502,Forrest Gump (1994),Comedy|Romance|War,False
739414,692,11,4,978374267,F,25,0,85207,"American President, The (1995)",Comedy|Drama|Romance,False
106493,4233,1945,4,965310792,M,35,4,37917,On the Waterfront (1954),Crime|Drama,False
141544,2749,2571,5,973204490,M,25,12,10025,"Matrix, The (1999)",Action|Sci-Fi|Thriller,False
496190,2781,1104,4,1011020676,M,35,4,45205,"Streetcar Named Desire, A (1951)",Drama,False
85496,4323,292,3,965249365,M,18,4,82072,Outbreak (1995),Action|Drama|Thriller,False
506468,2996,2431,4,972702810,M,18,0,63011,Patch Adams (1998),Comedy|Drama,False
960076,5797,512,3,958059301,M,25,7,78757,Robert A. Heinlein's The Puppet Masters (1994),Horror|Sci-Fi,False
30129,3462,1097,4,1000953289,F,25,4,73160,E.T. the Extra-Terrestrial (1982),Children's|Drama|Fantasy|Sci-Fi,False
168428,2878,780,3,972362418,F,50,20,88005,Independence Day (ID4) (1996),Action|Sci-Fi|War,False
129007,1325,1196,5,974777111,M,25,1,75230,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Drama|Sci-Fi|War,False
696310,3934,785,2,965706209,M,25,0,44512,Kingpin (1996),Comedy,False
858312,3562,3802,4,966786693,F,25,6,32812,Freejack (1992),Action|Sci-Fi,False
919668,5561,1050,1,959374968,F,25,3,74075,Looking for Richard (1996),Documentary|Drama,False
171550,3538,1784,3,966885138,M,35,0,40504,As Good As It Gets (1997),Comedy|Drama,False
940477,4725,2476,3,963369405,M,35,5,96707-1321,Heartbreak Ridge (1986),Action|War,False
750948,62,1227,3,977908685,F,35,3,98105,Once Upon a Time in America (1984),Crime|Drama|Thriller,False
170860,692,1784,5,975738659,F,25,0,85207,As Good As It Gets (1997),Comedy|Drama,False
847000,134,2334,4,978038511,M,25,0,66212,"Siege, The (1998)",Action|Thriller,False
234543,1306,1250,5,1009174194,M,25,3,64068,"Bridge on the River Kwai, The (1957)",Drama|War,False
493978,3309,2407,4,967969183,M,25,17,20707,Cocoon (1985),Comedy|Sci-Fi,False
427368,445,1831,3,976240309,M,45,12,55117,Lost in Space (1998),Action|Sci-Fi|Thriller,False
761449,5111,1663,3,962330604,M,35,2,78006,Stripes (1981),Comedy,False
998636,1242,2775,2,974909527,F,35,0,10014,Head On (1998),Drama,False
541869,4384,2968,5,965171763,M,25,0,43623,Time Bandits (1981),Adventure|Fantasy|Sci-Fi,False
103270,2648,589,5,1031706574,M,25,17,27707,Terminator 2: Judgment Day (1991),Action|Sci-Fi|Thriller,False
542399,3957,2530,2,965675865,M,35,11,40242,Beneath the Planet of the Apes (1970),Action|Sci-Fi,False
493607,911,2407,4,975420700,M,50,0,98226,Cocoon (1985),Comedy|Sci-Fi,False
748711,970,3740,1,975977824,M,25,0,27615,Big Trouble in Little China (1986),Action|Comedy,False
610057,2966,1702,3,971138535,F,25,4,48104,Flubber (1997),Children's|Comedy|Fantasy,False
948324,3476,2652,1,967211455,M,50,0,44126,"Curse of Frankenstein, The (1957)",Horror,False
329994,5952,3074,4,957145282,F,45,1,78231,Jeremiah Johnson (1972),Western,False
947108,3391,2121,3,967666113,M,18,4,48135,Cujo (1983),Horror|Thriller,False
152267,4510,1124,3,964989031,M,45,7,92503,On Golden Pond (1981),Drama,False
95520,517,3257,4,976203402,F,25,14,55408,"Bodyguard, The (1992)",Action|Drama|Romance|Thriller,False
19222,3067,2018,5,1003865616,F,25,0,02148,Bambi (1942),Animation|Children's,False
188028,777,3868,3,975956900,M,18,19,87543,"Naked Gun: From the Files of Police Squad!, The (1988)",Comedy,False
437236,2172,1339,2,974610312,M,18,20,60641,Bram Stoker's Dracula (1992),Horror|Romance,False
687602,4054,1321,3,965504580,M,35,3,68122,"American Werewolf in London, An (1981)",Horror,False
358104,3434,42,5,967336015,M,18,4,48867,Dead Presidents (1995),Action|Crime|Drama,False
697079,699,3208,3,975557494,M,18,0,73505,Loaded Weapon 1 (1993),Action|Comedy,False
580748,117,3070,5,977497289,M,25,17,33314,"Adventures of Buckaroo Bonzai Across the 8th Dimension, The (1984)",Adventure|Comedy|Sci-Fi,False
258633,5675,1912,4,958694851,M,35,14,30030,Out of Sight (1998),Action|Crime|Romance,False
507674,5636,2436,3,960522207,M,25,7,98102,Tea with Mussolini (1999),Comedy,False
987462,5184,3714,3,961734378,M,18,20,67212,Clara's Heart (1988),Drama,False
482815,424,923,5,976306839,M,25,17,55112,Citizen Kane (1941),Drama,False
673417,4541,1033,1,964733045,M,1,10,55427,"Fox and the Hound, The (1981)",Animation|Children's,False
37106,4352,783,2,965232993,M,18,4,11010,"Hunchback of Notre Dame, The (1996)",Animation|Children's|Musical,False
699207,4840,3082,3,962858203,F,45,6,63135,"World Is Not Enough, The (1999)",Action|Thriller,False
731234,2611,3505,5,973803228,M,25,3,07719,No Way Out (1987),Thriller,False
474643,1202,1375,4,974844902,M,35,12,97006,Star Trek III: The Search for Spock (1984),Action|Adventure|Sci-Fi,False
855611,1162,2546,3,974862076,F,35,0,97213,"Deep End of the Ocean, The (1999)",Drama,False
719067,4137,3052,5,965348007,M,25,7,91941,Dogma (1999),Comedy,False
3811,3648,3408,2,994711230,M,18,4,85210,Erin Brockovich (2000),Drama,False
651348,4448,2117,5,965133946,M,25,14,06880,Nineteen Eighty-Four (1984),Drama|Sci-Fi,False
11941,3311,919,3,967960286,M,25,4,90039,"Wizard of Oz, The (1939)",Adventure|Children's|Drama|Musical,False
508487,175,2000,3,977113491,F,25,2,95123,Lethal Weapon (1987),Action|Comedy|Crime|Drama,False
566566,3217,788,1,968781385,F,35,0,92630,"Nutty Professor, The (1996)",Comedy|Fantasy|Romance|Sci-Fi,False
702959,1675,1717,3,974709594,F,25,6,97116,Scream 2 (1997),Horror|Thriller,False
42418,2288,1,3,974524927,M,1,10,13066,Toy Story (1995),Animation|Children's|Comedy,False
153963,1883,21,3,974694314,F,50,0,94521,Get Shorty (1995),Action|Comedy|Drama,False
300845,1105,1732,2,976213633,M,35,6,48105,"Big Lebowski, The (1998)",Comedy|Crime|Mystery|Thriller,False
332745,1897,1569,4,1006636926,F,50,2,94530,My Best Friend's Wedding (1997),Comedy|Romance,False
239921,1246,2700,5,975071539,M,18,4,98225,"South Park: Bigger, Longer and Uncut (1999)",Animation|Comedy,False
509454,3878,2000,4,965840028,M,35,16,22124,Lethal Weapon (1987),Action|Comedy|Crime|Drama,False
355830,4387,1393,4,965251930,F,18,4,63109,Jerry Maguire (1996),Drama|Romance,False
382408,5468,3481,4,967156238,M,25,12,94618,High Fidelity (2000),Comedy,False
337024,1449,1296,3,976312738,M,35,20,17112,"Room with a View, A (1986)",Drama|Romance,False
94492,452,3256,5,976235059,M,50,17,55117,Patriot Games (1992),Action|Thriller,False
536142,1969,2529,5,974686765,F,25,3,92116,Planet of the Apes (1968),Action|Sci-Fi,False
166080,5076,3418,3,962421153,M,25,3,19147,Thelma & Louise (1991),Action|Drama,False
313042,970,497,4,975112027,M,25,0,27615,Much Ado About Nothing (1993),Comedy|Romance,False
145170,2750,2396,3,973199479,F,25,15,91360,Shakespeare in Love (1998),Comedy|Romance,False
774694,2966,1888,3,971137397,F,25,4,48104,Hope Floats (1998),Comedy|Drama|Romance,False
89408,5757,1259,4,958259670,M,1,10,05667,Stand by Me (1986),Adventure|Comedy|Drama,False
672953,4425,1391,3,965110746,M,35,7,98607,Mars Attacks! (1996),Action|Comedy|Sci-Fi|War,False
540504,2880,1080,4,989098500,M,18,12,55405,Monty Python's Life of Brian (1979),Comedy,False
150668,1181,1955,3,975013476,M,35,7,20716,Kramer Vs. Kramer (1979),Drama,False
803680,4738,2944,3,963279051,M,56,1,23608,"Dirty Dozen, The (1967)",Action|War,False
359101,5265,3148,4,968110822,M,45,1,97405,"Cider House Rules, The (1999)",Drama,False
271092,238,2725,4,976766394,F,50,7,90291,Twin Falls Idaho (1999),Drama,False
277724,2247,3176,4,979315418,M,45,2,60613,"Talented Mr. Ripley, The (1999)",Drama|Mystery|Thriller,False
394155,5561,223,3,959375576,F,25,3,74075,Clerks (1994),Comedy,False
241563,1831,296,5,974703003,M,18,4,53190,Pulp Fiction (1994),Crime|Drama,False
206229,692,3168,5,977705440,F,25,0,85207,Easy Rider (1969),Adventure|Drama,False
429476,4384,586,3,965173318,M,25,0,43623,Home Alone (1990),Children's|Comedy,False
968671,3224,1273,4,968521538,F,25,14,93428,Down by Law (1986),Comedy|Drama,False
498237,2907,1042,3,971838222,F,35,5,12345,That Thing You Do! (1996),Comedy,False
523904,2781,3174,4,973019677,M,35,4,45205,Man on the Moon (1999),Comedy|Drama,False
253336,2865,3081,5,972493901,F,25,6,21014,Sleepy Hollow (1999),Horror|Romance,False
713943,5538,2150,5,959558674,M,45,12,55102,"Gods Must Be Crazy, The (1980)",Comedy,False
841636,2012,2385,2,974680829,M,25,4,49456,Home Fries (1998),Comedy|Romance,False
38688,2023,2762,4,974672339,M,18,4,56001,"Sixth Sense, The (1999)",Thriller,False
730441,1860,1249,4,978835878,M,56,16,94591,Nikita (La Femme Nikita) (1990),Thriller,False
408365,4816,3755,5,980472816,F,45,6,04240,"Perfect Storm, The (2000)",Action|Adventure|Thriller,False
652601,5847,2985,3,957796862,F,18,4,02464,Robocop (1987),Action|Crime|Sci-Fi,False
286995,2071,908,4,974657654,M,45,7,01605,North by Northwest (1959),Drama|Thriller,False
343586,5526,912,5,963099853,F,35,2,27514,Casablanca (1942),Drama|Romance|War,False
978404,889,1482,3,975250681,M,45,20,10024,"Van, The (1996)",Comedy|Drama,False
428813,4945,3363,3,962643953,M,50,0,62234,American Graffiti (1973),Comedy|Drama,False
237810,1497,2058,3,974750229,M,50,5,80220,"Negotiator, The (1998)",Action|Thriller,False
778670,4566,2262,4,964488737,M,35,17,19473,About Last Night... (1986),Comedy|Drama|Romance,False
276210,1694,1429,4,974716850,M,25,12,98116,Jackie Chan's First Strike (1996),Action,False
838595,264,3060,2,976729703,M,35,0,20755,"Commitments, The (1991)",Comedy|Drama,False
791199,4390,3263,3,965164479,M,25,0,11201,White Men Can't Jump (1992),Comedy,False
738137,1040,903,5,974981924,M,25,11,76309,Vertigo (1958),Mystery|Thriller,False
74132,1354,1687,3,975457974,F,25,2,94040,"Jackal, The (1997)",Action|Thriller,False
358583,1125,3148,4,1024850945,F,18,4,53715,"Cider House Rules, The (1999)",Drama,False
136497,1354,593,4,975456691,F,25,2,94040,"Silence of the Lambs, The (1991)",Drama|Thriller,False
706440,2041,1694,4,988926311,F,25,20,24015,"Apostle, The (1997)",Drama,False
554714,4979,1753,3,984546535,M,35,2,55423,Half Baked (1998),Comedy,False
387245,368,1810,4,976670345,M,25,0,90293,Primary Colors (1998),Drama,False
295985,2351,1517,4,974402886,F,25,0,11106,Austin Powers: International Man of Mystery (1997),Comedy,False
133067,4206,736,3,965321252,F,35,1,22947,Twister (1996),Action|Adventure|Romance|Thriller,False
117848,2751,480,3,973197408,F,25,16,28120,Jurassic Park (1993),Action|Adventure|Sci-Fi,False
219938,2529,1387,3,974057349,F,35,9,95903,Jaws (1975),Action|Horror,False
299475,5880,913,4,957671127,M,25,1,08904,"Maltese Falcon, The (1941)",Film-Noir|Mystery,False
508119,5139,3099,3,962059938,M,50,16,12866,Shampoo (1975),Comedy|Romance,False
520090,146,1135,4,979940392,F,35,20,10954,Private Benjamin (1980),Comedy,False
188178,1958,3868,1,974687987,F,25,1,17055,"Naked Gun: From the Files of Police Squad!, The (1988)",Comedy,False
251441,3620,50,5,966575732,M,25,7,94117,"Usual Suspects, The (1995)",Crime|Thriller,False
799131,4373,906,4,965183390,M,50,12,32920,Gaslight (1944),Mystery|Thriller,False
237096,3539,509,5,966931984,F,25,4,77006,"Piano, The (1993)",Drama|Romance,False
820355,3816,907,4,965953240,F,25,3,90020,"Gay Divorcee, The (1934)",Comedy|Musical|Romance,False
25018,4187,1270,2,965326299,F,56,20,63026,Back to the Future (1985),Comedy|Sci-Fi,False
386180,3807,2324,4,966099129,F,35,19,32095,Life Is Beautiful (La Vita è bella) (1997),Comedy|Drama,False
492916,1112,2405,4,974947022,M,18,6,19104,"Jewel of the Nile, The (1985)",Action|Adventure|Comedy|Romance,False
724644,777,1991,1,975957816,M,18,19,87543,Child's Play (1988),Horror,False
408647,1126,2302,3,974906603,M,56,16,13031,My Cousin Vinny (1992),Comedy,False
576476,1851,3785,3,998443099,M,25,19,59602,Scary Movie (2000),Comedy|Horror,False
487271,2383,926,4,974415533,F,25,14,95125,All About Eve (1950),Drama,False
187894,5367,1431,2,960505032,M,18,4,55344,Beverly Hills Ninja (1997),Action|Comedy,False
8530,2691,1287,4,976388425,M,18,4,06459,Ben-Hur (1959),Action|Adventure|Drama,False
857382,5910,3555,2,957372570,F,45,20,10033,U-571 (2000),Action|Thriller,False
165348,1899,3418,5,974776836,F,45,6,02135,Thelma & Louise (1991),Action|Drama,False
827360,3563,1061,4,966784891,M,25,2,33133,Sleepers (1996),Crime|Drama,False
933657,3394,3093,5,967493142,M,35,7,90069,McCabe & Mrs. Miller (1971),Drama|Western,False
145891,4708,2396,4,963517552,M,25,0,60647,Shakespeare in Love (1998),Comedy|Romance,False
544003,5592,2393,3,959266754,M,25,1,53706,Star Trek: Insurrection (1998),Action|Sci-Fi,False
691831,2872,2064,4,972417123,M,25,20,94014,Roger & Me (1989),Comedy|Documentary,False
226046,5875,1240,5,957560736,M,25,4,19103,"Terminator, The (1984)",Action|Sci-Fi|Thriller,False
813896,753,3821,5,975461600,M,1,10,42754,Nutty Professor II: The Klumps (2000),Comedy,False
783635,4808,1556,2,962948514,M,35,0,96707-1321,Speed 2: Cruise Control (1997),Action|Romance|Thriller,False
748648,329,3740,4,981750149,M,35,7,02115,Big Trouble in Little China (1986),Action|Comedy,False
147109,1150,1953,4,974870793,F,25,20,75226,"French Connection, The (1971)",Action|Crime|Drama|Thriller,False
385588,731,2324,2,975528668,M,45,3,55410,Life Is Beautiful (La Vita è bella) (1997),Comedy|Drama,False
672018,22,1606,3,978134004,M,18,15,53706,Kull the Conqueror (1997),Action|Adventure,False
964494,2115,3385,2,974647893,M,35,17,01519,Volunteers (1985),Comedy,False
372833,6018,3246,5,956762534,M,35,1,48906,Malcolm X (1992),Drama,False
340122,238,17,4,976760605,F,50,7,90291,Sense and Sensibility (1995),Drama|Romance,False
872563,278,1975,3,976586980,M,45,18,60482,Friday the 13th Part 2 (1981),Horror,False
977065,3569,2271,4,969671863,F,18,2,48823,Permanent Midnight (1998),Drama,False
323509,4771,36,4,963114623,F,25,4,04101,Dead Man Walking (1995),Drama,False
893852,3224,1686,4,968541233,F,25,14,93428,Red Corner (1997),Crime|Thriller,False
132806,3044,736,5,970213760,M,35,16,77301,Twister (1996),Action|Adventure|Romance|Thriller,False
242099,3389,296,4,967511899,M,18,0,13603,Pulp Fiction (1994),Crime|Drama,False
99766,3337,2490,4,967834897,M,25,4,97214,Payback (1999),Action|Thriller,False
425944,1425,3869,4,977591001,M,1,10,08872,"Naked Gun 2 1/2: The Smell of Fear, The (1991)",Comedy,False
390171,462,2699,4,976934587,M,18,16,55416,Arachnophobia (1990),Action|Comedy|Sci-Fi|Thriller,False
931550,1457,1131,4,983497820,M,25,1,95472,Jean de Florette (1986),Drama,False
168405,2793,780,5,972936065,M,35,7,70116,Independence Day (ID4) (1996),Action|Sci-Fi|War,False
526501,5545,2375,4,960694702,F,35,16,98072,"Money Pit, The (1986)",Comedy,False
768004,5333,236,4,960869560,F,25,7,02332,French Kiss (1995),Comedy|Romance,False
935833,2860,3384,4,972652295,M,35,17,20009,"Taking of Pelham One Two Three, The (1974)",Action,False
364296,4386,230,3,965172146,M,25,5,74055,Dolores Claiborne (1994),Drama|Thriller,False
217001,4302,1036,5,965585176,M,50,1,45385,Die Hard (1988),Action|Thriller,False
990518,4888,3531,5,962740428,F,56,0,08055,All the Vermeers in New York (1990),Comedy|Drama|Romance,False
457395,1451,2662,4,974763096,M,35,20,90012,"War of the Worlds, The (1953)",Action|Sci-Fi|War,False
551052,4077,203,3,965446927,F,35,2,22030,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",Comedy,False
794528,2185,905,5,975362136,M,45,17,27502,It Happened One Night (1934),Comedy,False
983054,4448,2889,3,966968958,M,25,14,06880,"Mystery, Alaska (1999)",Comedy,False
994396,1019,2044,2,975365842,M,35,1,60640,"Devil and Max Devlin, The (1981)",Comedy,False
751315,5888,556,4,957481511,M,25,20,64114,"War Room, The (1993)",Documentary,False
19129,2092,2018,5,978303404,M,56,1,49006,Bambi (1942),Animation|Children's,False
737184,418,3104,3,976285390,F,25,3,54016,Midnight Run (1988),Action|Adventure|Comedy|Crime,False
780276,2793,2779,4,972934408,M,35,7,70116,Heaven Can Wait (1978),Comedy,False
106262,1447,1945,5,981018491,M,18,4,80521,On the Waterfront (1954),Crime|Drama,False
466510,3521,2096,5,966922477,M,25,0,53213,Sleeping Beauty (1959),Animation|Children's|Musical,False
457516,2761,2662,4,973147779,M,35,6,80917,"War of the Worlds, The (1953)",Action|Sci-Fi|War,False
834974,4411,155,3,969332948,M,18,4,92122,Beyond Rangoon (1995),Drama|War,False
768014,5493,236,2,959886153,M,35,12,96797,French Kiss (1995),Comedy|Romance,False
693113,1722,2648,5,974704689,M,35,0,72058,Frankenstein (1931),Horror,False
947806,1626,2451,2,974722376,M,18,4,10010,"Gate, The (1987)",Horror,False
349421,3912,1997,5,965754003,M,25,4,19104,"Exorcist, The (1973)",Horror,False
690583,2458,1407,5,974176977,M,25,7,85040,Scream (1996),Horror|Thriller,False
13867,1699,938,4,974710346,F,25,19,98102,Gigi (1958),Musical,False
